age,selling_price,km_driven,mileage,engine,max_power,seats
5,850000,60000,22.77,1498,98.59,5
5,650000,70000,20.85,1197,83.14,5
14,120000,120000,16.8,1493,110,5
6,730000,65100,18.49,1493,100,7
3,525000,20000,20.89,1197,81.8,5
7,600000,108000,21.19,1396,88.73,5
3,500000,15000,21.21,1197,81.8,5
13,150000,77000,17.92,1086,62.1,5
7,409999,18500,20.51,998,67.04,5
6,625000,120000,18.49,1493,100,7
7,290000,15200,25.17,799,53.3,5
7,500000,35000,17.3,1497,117.3,7
11,475000,80000,22.32,1582,126.32,5
9,190000,70000,21.1,814,55.2,5
8,750000,80000,15.1,2179,140,7
8,525000,120000,19.01,1461,108.5,5
10,495000,82000,17.3,1998,163.7,5
7,550000,60000,22.54,1396,88.73,5
10,595000,129000,15.1,2179,140,7
7,550000,67000,21.2,1248,75,5
7,2000000,120000,13,2494,142,7
12,400000,120000,13.93,2179,138.03,7
7,500000,96500,20.5,1248,91.72,5
5,340000,52412,18.9,998,67.1,5
10,480000,85472,12.05,2179,120,8
9,480000,87452,22.77,1498,98.59,5
4,750000,17000,23,1498,98.96,5
14,100000,66530,18.9,1061,67,5
9,290000,40000,18.5,1197,82.85,5
7,425000,96500,20.5,1248,91.72,5
12,285000,79000,16.8,1497,116.3,5
6,625000,50000,18.49,1493,100,7
10,170000,60000,20.3,1248,75,5
4,459999,35000,17.57,1193,88.7,5
7,450000,120000,20.5,1248,91.72,5
3,650000,10000,21.21,1197,81.8,5
5,600000,15000,17.19,1197,81.86,5
9,178000,70000,30.46,796,47.3,5
6,300000,5000,22.74,796,47.3,5
13,150000,40000,19.7,796,46.3,5
3,590000,10000,18.6,1197,81.86,5
6,310000,25000,21.1,814,55.2,5
5,400000,53000,17.57,1193,88.7,5
8,520000,110000,12.05,2179,120,9
9,300000,200000,20.07,1461,75,8
3,1000000,22000,17,1197,110,5
19,65000,70000,18.9,998,67.1,5
7,509999,75000,25.8,1498,98.6,5
10,221000,70000,18.9,998,67.1,5
8,390000,64000,15.04,1598,103.2,5
20,350000,60000,11.96,1298,80,8
13,195000,40000,19.7,796,46.3,5
12,1750000,110000,12.07,2967,241.4,7
9,600000,60000,12.05,2179,120,8
7,615000,72000,22.54,1396,88.73,5
9,350000,70000,21.9,1396,88.76,5
10,140000,75000,25.44,936,57.6,5
5,650000,32331,22.54,1396,88.73,5
6,1100000,70000,19.67,1582,126.2,5
12,285000,80000,23,1396,90,5
11,190000,20000,18,995,62,5
10,350000,110000,16.95,1498,97.7,5
8,400000,40000,18.9,1197,82,5
6,2100000,40000,10.75,2694,163.7,7
7,434999,90000,18.6,1197,81.83,5
8,450000,50000,19.1,1197,85.8,5
21,45000,137000,18.5,796,53,5
7,450000,60000,18.6,1197,81.83,5
5,580000,30000,25.2,1248,74,5
6,900000,98000,19.67,1582,126.2,5
6,750000,50000,24.52,1248,88.5,7
13,140000,120000,19.09,1396,69,5
5,525000,30000,18.9,1197,81.86,5
13,114999,120000,19.09,1396,69,5
6,399000,40000,23.84,1199,84,5
10,275000,90000,19,1405,71,5
11,340000,80000,21.9,1396,90,5
10,222000,120000,21.1,814,55.2,5
9,850000,200000,11.18,2696,184,7
15,70000,110000,17.2,1396,53.5,5
5,430000,38000,23.84,1199,84,5
5,430000,35000,23.84,1199,84,5
8,320000,70000,20.51,998,67.04,5
10,500000,120000,21.8,1461,78,5
10,500000,110000,19.01,1461,108.45,5
12,229999,140000,18.4,1248,75,5
13,600000,155000,11.79,2179,120,8
5,500000,80000,23.08,1461,63.1,5
12,315000,120000,13.6,2523,63,7
11,265000,80000,18.9,998,67.1,5
7,350000,110000,25.83,1498,99,5
10,200000,230000,23.57,1396,70,5
11,114999,172000,17.88,1396,52.8,5
8,425000,25000,18.6,1197,81.83,5
3,900000,35000,23,1498,98.96,5
8,550000,126000,12.05,2179,120,7
4,900000,30000,25.5,1498,98.6,5
11,165000,97000,19.81,1086,68.05,5
6,850000,120000,19.08,1582,126.2,5
6,850000,120000,23.9,1582,126.32,5
8,550000,80000,16.55,2498,105,6
11,500000,60000,19.3,1248,73.9,5
4,630000,15000,21.21,1197,81.8,5
11,160000,60000,19.81,1086,68.05,5
7,670000,60000,25.1,1498,98.6,5
8,430000,90000,22.9,1248,74,5
7,375000,30000,19.1,1197,82,5
6,650000,35000,18.6,1197,81.83,5
6,500000,35000,26.59,1248,74,5
6,500000,35000,26.59,1248,74,5
5,1350000,25000,16,2179,140,7
4,600000,40000,21.66,1498,108.62,5
5,1200000,25000,19.67,1582,126.2,5
9,3750000,56000,11.2,2993,241,4
4,795000,41779,21.21,1197,81.8,5
6,625000,54000,18.7,1199,88.7,5
6,2900000,31000,13,2143,204,5
5,625000,37000,26.8,1248,74,5
11,440000,90000,18.1,1991,147.9,4
4,1400000,13534,14.28,1798,138.03,5
5,1450000,7000,14.53,1794,138.1,5
5,2700000,23000,17.9,2143,136,5
5,550000,23456,18.9,1197,82,5
3,1925000,43000,11.36,2755,171.5,8
7,1225000,39000,16,2179,140,7
5,700000,15000,17.5,1199,88.7,5
9,530000,40000,23.4,1248,74,5
2,1900000,5000,17.8,1493,113.4,5
5,844999,70000,28.09,1248,88.5,5
6,650000,99000,21.66,1498,103.52,5
4,750000,15000,22,1197,81.8,5
4,6000000,28156,17.09,2993,261.4,4
7,610000,30000,18.7,1199,88.7,5
12,150000,70000,18.6,1199,79.4,5
8,475000,40000,19.1,1197,85.8,5
14,375000,136500,12.7,2609,120,8
6,425000,70000,25.32,1198,77,6
7,800000,90000,25.1,1498,98.6,5
26,40000,32000,16.1,796,37,4
4,509999,8000,20.51,998,67,5
7,387000,170000,23.59,1364,67.04,5
8,235000,25000,22.74,796,47.3,5
22,95000,120000,12.2,1948,68,10
12,340000,110000,17.8,1248,75,5
6,1000000,100000,16,2179,140,7
13,160000,115000,13.8,1399,68,5
14,365000,120000,12.7,2609,120,8
11,300000,265000,20.86,1199,75,5
14,260000,90000,17.8,1248,75,5
4,860000,40000,18.2,1199,88.7,5
14,114999,55000,13.9,1599,103.2,5
15,100000,90000,19.7,796,46.3,5
8,565000,111000,20.34,1498,103.2,5
9,450000,120000,11.68,2498,112,7
5,625000,15000,21.4,1197,83.1,5
6,280000,30000,22.74,796,47.3,5
5,330000,50000,23.95,998,67.05,5
7,1300000,40000,19.67,1582,126.2,5
14,65000,50000,15.3,1396,70,5
4,480000,45000,23.84,1199,84,5
6,400000,35000,27.28,1047,69,5
13,500000,80000,13.93,2179,138,7
10,320000,120000,11.68,2498,112,7
8,750000,90000,15.1,2179,140,7
5,620000,100000,16.5,1493,70,7
11,300000,120000,19.3,1248,73.9,5
4,1405000,15000,15.8,1591,121.3,5
5,282000,15000,24.7,796,47.3,5
5,700000,15000,21.21,1197,81.8,5
5,700000,70000,25.83,1498,99,5
7,600000,135000,22.77,1498,98.59,5
10,290000,80000,20.5,1598,103.5,5
11,430000,80000,18.1,1991,147.9,4
5,575000,19000,18.6,1197,81.83,5
5,875000,42000,15.29,1591,121.3,5
12,180000,77000,18.9,998,67.1,5
10,229999,120000,23.2,1248,73.94,5
3,800000,10000,19.56,1197,81.8,5
13,60000,110000,16.5,995,63,5
13,150000,110000,15,1586,104.68,5
15,100000,90000,23.57,1396,70,5
7,900000,90000,15.29,1591,121.3,5
4,850000,50000,22.54,1396,88.73,5
8,220000,50000,25.44,936,56.3,5
8,250000,40000,22.74,796,47.3,5
10,125000,120000,22.3,1248,74,5
4,1200000,27000,15.8,1591,121.3,5
9,250000,100000,23.57,1396,70,5
8,440000,70000,22.54,1396,88.73,5
5,400000,40000,23.84,1199,84,5
20,50000,62000,16.1,796,37,4
4,1000000,10000,17,1591,121.3,5
8,600000,160000,25.1,1498,98.6,5
12,250000,60000,17,1197,80,5
13,310000,110000,13.6,2523,63,7
17,120000,60000,18.9,998,67.1,5
8,390000,78000,11.68,2498,112,7
3,458000,30000,20.3,1086,68,5
4,950000,20000,23,1498,98.96,5
5,650000,21000,22,1197,81.8,5
9,400000,70000,22.9,1248,74,5
7,400000,70000,18.9,1197,82,5
16,100000,42500,19.7,796,46.3,5
10,350000,25000,20.36,1197,78.9,5
9,450000,80000,13.7,2197,138.1,7
16,350000,90000,12.7,2609,116.6,8
12,250000,80000,22.07,1199,73.9,5
9,450000,146000,15.96,2523,62.1,7
9,157000,47200,16.1,796,37,4
4,1500000,60000,15.1,2179,152.87,7
4,1500000,60000,15.1,2179,152.87,7
15,75000,100000,15.3,1193,65.3,5
12,280000,100000,14.8,2499,80,10
7,600000,35000,18.6,1197,81.83,5
10,250999,120000,15.3,2956,83.8,7
12,350000,80000,12.5,1794,132,5
6,300000,34000,23.01,999,67,5
5,819999,50000,19.87,1461,83.8,5
12,409999,100000,19.61,1405,70,5
14,275000,52000,13.9,1599,103.2,5
9,497000,110000,20.77,1248,88.76,7
7,500000,70000,18.6,1197,81.83,5
16,170000,120000,14,2523,83,7
6,515000,68609,22.7,1498,89.84,5
4,925000,33360,22.77,1498,98.59,5
3,1460000,5000,17.3,1497,121,7
3,2700000,10000,13.8,2999,174.57,7
5,830000,35000,21.5,1497,108.5,5
3,975000,30000,23,1498,98.96,5
4,620000,15000,20.4,1194,94.93,5
3,860000,14317,14.23,1498,104.55,5
4,430000,5000,20.63,1198,67,5
3,1227000,5000,18,1497,117.6,5
5,860000,28000,17.8,1497,117.3,5
4,950000,40000,23,1498,98.96,5
10,225000,87237,20,1399,68.05,5
11,500000,99500,11.5,1991,147.9,7
5,500000,62960,25.83,1498,99,5
3,1700000,16500,13.96,1451,141,5
8,545000,110000,20.77,1248,88.76,7
11,400000,72000,22.9,1248,74,5
4,650000,50000,28.4,1248,74.02,5
14,114999,55000,13.9,1599,103.2,5
7,562000,60000,27.39,1248,74,5
20,96000,120000,14.07,2956,83.1,7
5,2711000,9000,13.6,1999,177,5
3,5150000,20000,22.37,2487,214.56,5
5,3200000,45000,19.33,1999,177,5
7,503000,110000,14.1,2179,147.94,7
3,3800000,20000,18,1969,190,5
6,2000000,68089,19.16,2494,157.7,5
9,225000,58343,21.79,998,67.05,5
4,740000,38817,27.39,1248,74,5
6,550000,56494,18.2,1199,88.7,5
9,750000,79328,12.99,2494,100.6,7
3,650000,5621,22,1197,81.8,5
5,625000,25538,16.78,1496,88.73,5
4,600000,69779,22,1197,81.8,5
5,450000,56290,24,1186,73.97,5
3,5400000,7500,16.78,1995,190,5
3,5500000,8500,16.78,1995,190,5
3,779000,7032,19,1199,88.76,5
6,645000,11000,14.3,1598,103.5,5
4,2475000,2000,16.8,1984,150,5
5,2711000,9000,13.6,1999,177,5
3,5150000,20000,22.37,2487,214.56,5
5,3200000,45000,19.33,1999,177,5
7,503000,110000,14.1,2179,147.94,7
3,3800000,20000,18,1969,190,5
6,2000000,68089,19.16,2494,157.7,5
9,225000,58343,21.79,998,67.05,5
4,740000,38817,27.39,1248,74,5
6,550000,56494,18.2,1199,88.7,5
9,750000,79328,12.99,2494,100.6,7
3,650000,5621,22,1197,81.8,5
5,625000,25538,16.78,1496,88.73,5
4,600000,69779,22,1197,81.8,5
5,450000,56290,24,1186,73.97,5
3,5400000,7500,16.78,1995,190,5
3,5500000,8500,16.78,1995,190,5
3,779000,7032,19,1199,88.76,5
6,645000,11000,14.3,1598,103.5,5
4,2475000,2000,16.8,1984,150,5
23,155000,100000,14.8,1998,68,5
5,2711000,9000,13.6,1999,177,5
3,5150000,20000,22.37,2487,214.56,5
5,3200000,45000,19.33,1999,177,5
7,503000,110000,14.1,2179,147.94,7
3,3800000,20000,18,1969,190,5
6,2000000,68089,19.16,2494,157.7,5
9,225000,58343,21.79,998,67.05,5
4,740000,38817,27.39,1248,74,5
6,550000,56494,18.2,1199,88.7,5
9,750000,79328,12.99,2494,100.6,7
3,650000,5621,22,1197,81.8,5
5,625000,25538,16.78,1496,88.73,5
4,600000,69779,22,1197,81.8,5
5,450000,56290,24,1186,73.97,5
3,5400000,7500,16.78,1995,190,5
3,5500000,8500,16.78,1995,190,5
3,779000,7032,19,1199,88.76,5
6,645000,11000,14.3,1598,103.5,5
4,2475000,2000,16.8,1984,150,5
7,590000,80000,25.01,1498,89.75,5
6,350000,120000,24.4,1120,71,5
5,484999,30000,20.89,1197,81.8,5
7,240000,110000,19.1,1405,70,5
14,500000,219000,12.8,2494,102,8
5,300000,80000,24.7,796,47.3,5
6,750000,80000,28.09,1248,88.5,5
6,574000,35000,20.85,1197,83.14,5
9,200000,167000,22.3,1248,88.8,5
6,1100000,94000,19.67,1582,126.2,5
10,350000,80000,17.92,1086,62.1,5
24,70000,100000,16.1,796,37,4
17,120000,90000,13.8,1299,70,5
10,700000,246000,12.99,2494,100,7
3,500000,10000,21.4,1197,83.1,5
6,370000,90000,19.09,1405,69.01,5
3,600000,5200,20.3,1199,83.81,5
16,100000,120000,17.3,993,60,5
9,409999,90000,22.9,1248,74,5
6,750000,50000,18,1497,117.3,5
5,600000,5000,18.9,1197,81.86,5
4,550000,10500,18.15,1198,82,6
4,950000,26000,19.6,1461,108.45,5
8,645000,139000,11.79,2179,120,8
8,750000,60000,15.1,2179,140,7
16,650000,40000,11.7,1796,178,5
7,800000,25000,15.85,1499,110.4,5
12,350000,60000,14.53,1798,138,5
7,700000,25000,15.85,1499,110.4,5
11,335000,15000,17.5,1298,85.8,5
10,270000,110000,19.3,1248,73.9,5
12,320000,100000,19.3,1248,73.9,5
15,120000,120000,17.8,1086,63,5
12,730000,55000,12.3,1781,163.2,5
15,125000,120000,15,1586,104.68,5
15,150000,35000,18.2,1061,64,5
4,310000,13000,24.7,796,47.3,5
7,625000,50000,26.59,1248,74,5
10,267000,40000,20.36,1197,78.9,5
6,600000,25000,17.19,1197,81.86,5
11,180000,110000,15.37,1196,73,7
3,700000,5000,23.87,1197,88.5,5
9,121000,50000,16.1,796,37,4
8,350000,80000,18.9,1197,82,5
10,869999,225000,12.99,2494,100,8
5,2711000,9000,13.6,1999,177,5
3,5150000,20000,22.37,2487,214.56,5
5,3200000,45000,19.33,1999,177,5
7,503000,110000,14.1,2179,147.94,7
3,3800000,20000,18,1969,190,5
6,2000000,68089,19.16,2494,157.7,5
9,225000,58343,21.79,998,67.05,5
4,740000,38817,27.39,1248,74,5
6,550000,56494,18.2,1199,88.7,5
9,750000,79328,12.99,2494,100.6,7
3,650000,5621,22,1197,81.8,5
5,625000,25538,16.78,1496,88.73,5
4,600000,69779,22,1197,81.8,5
5,450000,56290,24,1186,73.97,5
3,5400000,7500,16.78,1995,190,5
3,5500000,8500,16.78,1995,190,5
3,779000,7032,19,1199,88.76,5
6,645000,11000,14.3,1598,103.5,5
4,2475000,2000,16.8,1984,150,5
14,80000,100000,17.3,1061,64,5
14,120000,93331,19.81,1086,68.05,5
10,370000,120000,13.5,2179,115,5
7,750000,70000,19.01,1461,108.5,5
7,484999,100000,15.96,2523,63,9
16,120000,90000,13.1,1493,82,5
5,860000,28000,17.8,1497,117.3,5
4,650000,50000,28.4,1248,74.02,5
8,650000,90000,20.77,1248,88.8,7
6,710000,40000,24.8,1396,88.7,5
5,430000,113000,25.83,1498,99,5
11,305000,188000,17.8,1248,75,5
11,220000,100000,20,1399,68,5
12,150000,225000,14,1948,90,9
5,660000,67000,18.49,1493,100,7
11,140000,70000,25.44,936,57.6,5
7,1100000,50000,14.28,1798,138.03,5
9,2450000,60000,16.36,2179,187.7,5
5,625000,34000,22,1498,108.495,5
18,198000,110000,12.8,1493,100,5
17,130000,140000,18.9,998,67.1,5
10,540000,100000,16.8,1497,116.3,5
5,550000,10000,18.9,1197,81.86,5
4,475000,30000,21.63,998,67.04,5
6,3100000,90000,15.04,2755,174.5,7
12,217000,120000,21.1,1248,73.9,5
3,750000,6500,21.21,1197,81.8,5
12,350000,80000,11.96,1298,80,8
14,400000,100000,12.05,2179,120,7
7,570000,120000,23.59,1364,67.05,5
10,180000,120000,21.1,814,55.2,5
24,68000,110000,13.1,1598,77,5
16,280000,150000,18.7,1896,66,5
17,90000,120000,16.1,1405,70,5
7,2600000,100000,15.26,2143,203.2,5
4,700000,63000,15.3,2956,83.83,7
6,1850000,40000,17.9,2143,136,5
7,685000,109000,22.7,1498,89.84,5
7,565000,114000,25.2,1248,73.94,5
5,1600000,33000,14.7,1798,177.5,5
8,395000,160000,24,1120,70,5
9,425000,101000,21.9,1396,88.76,5
3,1350000,5400,22.27,1498,108.6,5
6,1950000,45000,16.38,1995,183,5
4,535000,31000,24.04,999,67,5
4,500000,31000,23.01,999,67,5
6,434999,55000,20.52,1197,81.8,5
4,250000,55000,21.9,624,37.48,4
8,700000,117000,22.32,1582,126.32,5
12,1100000,102000,19.62,1995,187.74,5
10,900000,108000,17.42,1968,175,5
7,425000,75000,20.52,1197,81.8,5
11,1600000,74000,10,2148,170,5
9,325000,158000,24.4,1499,98.96,5
3,2700000,10000,13.8,2999,174.57,7
4,950000,40000,23,1498,98.96,5
3,1140000,10000,21.5,1497,108.5,5
5,980000,53000,17.6,2179,147.94,7
5,1920000,20000,16.3,1956,170,5
2,808000,5000,18.24,999,108.6,5
8,550000,30000,19.1,1197,85.8,5
12,215000,64000,19.7,796,46.3,5
6,512000,10500,18.16,1196,86.8,5
11,215000,50000,19.7,796,46.3,5
10,500000,60000,20.5,1598,103.5,5
7,700000,35000,21.14,1498,103.52,5
10,525000,135000,13.93,2179,138.03,7
11,550000,70000,12.05,2179,120,9
6,750000,80000,24.3,1248,88.5,5
5,395000,25000,21.63,998,67,5
5,675000,5000,18.6,1197,81.83,5
14,140000,80000,17.92,1086,62.1,5
11,430000,120000,12.05,2179,120,8
5,2711000,9000,13.6,1999,177,5
3,5150000,20000,22.37,2487,214.56,5
5,3200000,45000,19.33,1999,177,5
7,503000,110000,14.1,2179,147.94,7
3,3800000,20000,18,1969,190,5
6,2000000,68089,19.16,2494,157.7,5
9,225000,58343,21.79,998,67.05,5
4,740000,38817,27.39,1248,74,5
6,550000,56494,18.2,1199,88.7,5
9,750000,79328,12.99,2494,100.6,7
3,650000,5621,22,1197,81.8,5
5,625000,25538,16.78,1496,88.73,5
4,600000,69779,22,1197,81.8,5
5,450000,56290,24,1186,73.97,5
3,5400000,7500,16.78,1995,190,5
3,5500000,8500,16.78,1995,190,5
3,779000,7032,19,1199,88.76,5
6,645000,11000,14.3,1598,103.5,5
4,2475000,2000,16.8,1984,150,5
8,300000,10000,20.51,998,67.04,5
9,355000,68000,22.1,1248,76.9,5
7,180000,35000,22.74,796,47.3,5
9,280000,70000,25,1396,69,5
11,250000,70000,19,1248,90,5
15,125000,50000,15.3,1193,65.3,5
4,810000,29700,25.1,1248,88.5,5
4,671000,20000,18.6,1368,98.63,5
4,295000,20000,24.7,796,47.3,5
5,850000,40000,24.52,1248,88.5,7
9,409999,90000,22.9,1248,74,5
7,600000,90000,16.02,1373,93.7,7
7,600000,80000,15.96,2523,62.1,7
10,220000,60000,18.9,998,67.1,5
9,550000,56000,23.4,1248,74,5
8,650000,50000,14,2523,75,8
8,655000,50000,14,2523,75,9
16,130000,74000,13.7,1948,68,7
8,400000,123000,19.01,1461,108.45,5
13,155000,54000,19.7,796,46.3,5
9,250000,50000,15.64,1193,64.1,5
8,400000,80000,18.9,1197,82,5
3,500000,10000,19.02,1198,67.05,5
4,565000,10000,20.3,1086,68,5
4,900000,40000,23,1498,98.96,5
5,650000,120000,16.5,1493,70,7
9,600000,45000,15.96,2523,62.1,7
4,800000,35000,28.4,1248,74.02,5
7,575000,60000,22.54,1396,88.73,5
6,550000,40000,17.01,1499,110.4,5
11,190000,80000,15.5,1586,103.3,5
5,750000,37000,23,1498,98.96,5
4,625000,22000,21.4,1197,83.1,5
4,799000,60000,22.54,1396,88.73,5
9,300000,57000,20.51,998,67.04,5
5,850000,27000,20.73,1373,91.1,5
10,130000,70000,18,995,62,5
11,229999,40000,20.92,998,67.1,5
7,400000,60000,23.1,998,67.04,5
4,900000,35000,16.55,2498,105,6
7,800000,70000,15.4,1997,120,7
7,250999,43000,21.1,814,55.2,5
11,250000,110000,15,1368,90,5
13,100000,100000,15.7,1172,67,5
6,450000,64000,20.4,1197,81.8,5
5,575000,96000,19.87,1461,83.8,5
9,400000,96000,20.46,1461,83.8,5
3,480000,7600,21.63,998,67,5
3,490000,7000,21.63,998,67,5
15,150000,120000,17,1405,70,5
5,600000,50000,22.95,1248,74,5
7,500000,50000,24.4,1120,71,5
7,425000,80000,23,1248,88.7,5
19,108000,200000,13.1,1493,82,5
7,1030000,190000,12.99,2494,100.6,7
7,360000,34000,20.51,998,67.04,5
10,290000,80000,16.47,1198,73.9,5
11,400000,72000,22.9,1248,74,5
19,70000,20000,15.9,1527,57,5
10,320000,70000,15.3,2956,83.8,7
3,975000,30000,23,1498,98.96,5
3,1227000,5000,18,1497,117.6,5
8,755000,29340,22.32,1582,126.32,5
11,215000,120000,20,1399,68,5
11,735000,200000,12.8,2494,102,7
15,190000,70000,19.81,1086,68.05,5
8,1365000,80800,12.99,2494,100.6,8
4,675000,24265,18.7,1199,88.7,5
8,438999,81000,23.4,1248,74,5
7,550000,240000,19.98,1461,108.5,7
9,409999,35000,19.1,1197,85.8,5
3,350000,15000,25.17,799,53.3,5
10,135000,49000,25.44,936,57.6,5
6,1490000,56900,13.68,2393,147.8,8
8,520000,70000,25.2,1248,74,5
12,315000,180000,19.3,1248,73.9,5
12,235000,50000,19,998,66.1,5
17,80500,50000,13.2,1495,94,5
9,375000,88200,23.2,1248,73.94,5
16,189000,93000,16.1,1197,85,5
5,550000,120000,25.8,1498,98.6,5
11,260000,110000,17.8,1399,68,5
6,650000,50000,26.59,1248,74,5
9,480000,80000,23.4,1248,74,5
6,700000,40000,22.54,1396,88.73,5
7,650000,110000,20.77,1248,88.76,7
7,1300000,48000,19.67,1582,126.2,5
6,1350000,97000,16.96,1968,138.03,5
6,1000000,60000,22.15,1498,108.6,5
11,1700000,110000,0,2987,165,5
4,1080000,12800,17.8,1496,105.5,5
10,170000,40000,21.1,814,55.2,5
5,610000,49000,28.4,1248,74,5
8,350000,25000,18.5,1197,85.8,5
6,260000,65000,22.74,796,47.3,5
7,700000,20000,20.4,1248,91.7,5
4,678000,17000,18.78,999,75,5
7,800000,15000,23.65,1248,88.5,5
8,400000,120000,23.59,1364,67.04,5
12,300000,49000,18.5,1197,80,5
6,520000,29000,18.6,1197,81.83,5
5,850000,55000,19.61,1461,108.5,5
7,300000,40000,23.95,998,67.05,5
12,350000,120000,17,1497,118,5
3,892000,10000,24.3,1248,88.5,5
10,285000,70000,20.3,1248,92,5
10,300000,60000,19.2,1086,68.05,5
6,620000,90000,28.09,1248,88.5,5
5,750000,90000,24.3,1248,88.5,5
6,270000,35000,22.74,796,47.3,5
8,560000,90000,20.77,1248,88.8,7
10,300000,40000,17.92,1086,62.1,5
10,300000,40000,17.92,1086,62.1,5
4,570000,20000,18.9,1197,81.86,5
11,220000,80000,23.03,1396,69,5
10,260000,99000,15.5,1586,103.3,5
3,600000,7500,21.21,1197,81.8,5
7,80000,60000,23.9,624,37.48,4
6,300000,40800,21.1,814,55.2,5
7,300000,70000,17.57,1193,88.7,5
6,400000,100000,18.15,1198,82,5
6,550000,8588,22,1197,81.8,5
3,1200000,40000,25.6,1498,97.9,5
7,500000,60000,25.83,1498,99,5
17,93000,80000,15.9,1298,85,5
8,500000,110000,26,1498,98.6,5
4,670000,150000,23.59,1364,67.05,5
10,750000,120000,12.8,2494,102,7
5,370000,30000,23.95,998,67.05,5
10,100000,70000,16.1,796,37,4
6,425000,50000,19.81,1086,68.05,5
16,370000,305000,12.8,2494,102,8
13,229999,212000,11.57,2179,138.1,7
6,850000,35000,24.52,1248,88.5,7
4,750000,22000,21.03,1461,65,5
12,235000,50000,10.71,1948,90,14
5,700000,70000,25.5,1498,98.6,5
6,480000,56000,24,1120,70,5
6,475000,50000,22.95,1248,74,5
7,610000,120000,21.14,1498,103.52,5
11,650000,120000,12.8,2494,102,8
5,800000,70000,25.5,1498,98.6,5
7,520000,120000,11.57,2179,138.1,7
8,160000,90000,25,1396,69,5
4,1000000,70000,25.1,1248,88.5,5
7,700000,120000,20.77,1248,88.76,7
5,590000,70000,25.8,1498,98.6,5
20,140000,80000,18.9,998,67.1,5
5,725000,100000,18.49,1493,100,7
5,1680000,157000,13.68,2393,147.8,7
7,550000,50000,26.59,1248,74,5
10,240000,90000,23.2,1248,73.94,5
9,667000,65000,14.6,2231,184,7
5,670000,50000,27.3,1498,98.6,5
7,550000,110000,26.59,1248,74,5
7,400000,30000,23.1,998,67.04,5
8,545000,80000,22.32,1582,126.32,5
7,599000,70000,16.02,1373,93.7,7
6,725000,100000,21.38,1396,88.7,5
7,525000,120000,17.4,1497,117.3,5
11,204999,85000,21.1,1248,73.9,5
10,190000,110000,21,1199,75,5
7,310000,60000,24,1120,70,5
6,380000,90000,24,1120,70,5
10,204000,110000,20.92,998,67.1,5
4,350000,25000,20.3,998,68.05,5
9,350000,100000,20.54,1598,103.6,5
10,175000,120000,20,1399,68,5
11,340000,90000,20.54,1598,103.6,5
5,950000,35000,17.4,1497,117.6,5
5,894999,35000,17.8,1497,117.3,5
8,350000,101200,15.3,2956,83.83,7
17,100000,90000,12.8,1396,85,5
6,550000,76000,26.59,1248,74,5
18,100000,60000,16.1,1405,70,5
6,800000,90000,16,2179,140,7
9,525000,80000,15.96,2523,62.1,7
14,500000,179150,11.57,2179,138.1,7
19,42000,62000,16.1,796,37,4
13,190000,160000,17.5,1197,85.8,5
3,694000,35000,28.4,1248,74.02,5
6,861999,120000,16,2179,140,7
5,650000,50000,25.8,1498,98.6,5
11,310000,70000,19.3,1248,73.9,5
9,360000,97000,22.9,1248,74,5
11,240000,90000,19.3,1248,73.9,5
10,500000,84487,15.1,2179,140,7
12,475000,100000,12.8,2494,102,7
15,100000,60000,19.7,796,46.3,5
13,200000,110000,15,1586,104.68,5
16,430000,264000,12.8,2494,102,8
12,245000,146000,14,2498,112,7
8,450000,70000,23.4,1248,74,5
5,800000,51146,24.3,1248,88.5,5
11,215000,40000,21.1,1197,85.8,5
5,760000,50000,24.3,1248,88.5,5
7,416000,80000,20.14,1498,88.8,5
11,195000,120000,18.9,998,67.1,5
5,325000,23000,24.7,796,47.3,5
12,145000,70000,20.92,998,67.1,5
4,675000,23000,28.4,1248,74,5
6,340000,30000,20.51,998,67.04,5
11,340000,50000,19,1248,90,5
8,260000,40000,16.8,796,34.2,5
7,300000,50000,22.74,796,47.3,5
15,75000,60000,16.1,796,37,4
11,350000,80000,19.4,1405,70,5
3,1000000,15000,19.01,1462,103.2,6
12,170000,150000,21.12,1248,88.8,5
4,600000,40000,19,1197,85.8,5
12,800000,25000,16.8,1497,118,5
4,850000,120000,17,2650,80.84,7
8,980000,120000,15.1,2179,140,7
11,850000,298000,13.1,2499,141,7
10,340000,270000,14.07,2956,68.4,7
4,900000,50000,24.3,1248,88.5,5
12,310000,120000,19.3,1248,73.9,5
9,600000,60000,20.77,1248,88.8,7
14,270000,149000,19.3,1248,73.9,5
3,509999,5000,20.3,1086,68,5
9,225000,70000,19.4,1405,70,5
7,280000,55000,20.36,1197,78.9,5
6,490000,100000,27.28,1047,69,5
9,440000,120000,15.96,2523,62.1,9
8,500000,291977,14,2179,138.1,7
17,476999,85000,11.1,2354,158.8,5
7,590000,70000,17.19,1197,81.86,5
12,500000,120000,13.1,2499,141,7
7,600000,40000,22.77,1498,98.59,5
6,750000,70000,15.4,1997,120,7
5,2950000,39000,19.59,1995,187.74,5
3,5200000,10000,18.12,1995,190,5
3,695000,36800,20.14,1498,88,5
4,690000,52200,26.59,1248,74,5
6,409999,78000,24,1186,73.97,5
2,1650000,16000,17,1956,167.67,5
6,2375000,30000,15.73,1968,174.33,5
5,525000,29000,24,1186,73.97,5
3,2150000,25000,16.3,1956,170.63,5
