airbnb_id,host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,instant_bookable,reviews_per_month
30355386,227930351,28/11/2018,within an hour,0.99,t,Del Valle,1,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,19.37231,-99.17049,Entire apartment,Entire home/apt,4,1 bath,1,1,744,1,1125,348,296,98,10,10,10,10,t,10.18
30355571,224418378,06/11/2018,,,f,Coyoacán,3,"['email', 'phone', 'offline_government_id', 'government_id', 'work_email']",t,t,19.35741,-99.15595,Entire apartment,Entire home/apt,2,2 baths,1,1,1139,2,1125,365,0,,,,,,f,
30368829,227339966,24/11/2018,within an hour,1,f,Santa María La Ribera,0,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.45284,-99.16067,Private room in apartment,Private room,2,1 shared bath,1,1,300,2,1125,365,1,100,10,10,10,10,f,0.43
30371553,218296340,01/10/2018,,,f,,1,"['email', 'phone']",t,f,19.37306,-99.18234,Entire apartment,Entire home/apt,5,3.5 baths,4,1,3393,1,1125,179,0,,,,,,t,
30375457,127196734,23/04/2017,within an hour,1,t,Narvarte,2,"['email', 'phone', 'facebook', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,19.39646,-99.15067,Entire apartment,Entire home/apt,5,2 baths,2,4,850,3,1125,160,40,99,10,10,10,10,f,1.4
30376994,160861999,01/12/2017,within an hour,1,t,Polanco,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.42884,-99.19272,Private room in condominium,Private room,3,1 shared bath,1,1,1795,1,360,365,65,96,10,10,10,10,t,2.22
30378397,228133279,28/11/2018,within a few hours,1,f,Roma Sur,1,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,19.40645,-99.16207,Private room in apartment,Private room,1,Shared half-bath,1,1,260,7,200,359,11,94,10,10,9,10,f,0.39
30391733,34454622,28/05/2015,,,f,Hipódromo,2,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id']",t,t,19.40297,-99.17072,Entire apartment,Entire home/apt,6,2 baths,3,3,2200,2,7,179,2,80,9,10,9,9,t,0.07
30392467,161883838,08/12/2017,,,t,,3,"['email', 'phone']",t,f,19.46671,-99.11663,Entire condominium,Entire home/apt,3,1 bath,2,2,700,1,30,352,2,90,8,10,10,10,t,0.09
30393815,15219834,07/05/2014,within an hour,0.98,f,Polanco,26,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,19.39954,-99.25082,Entire apartment,Entire home/apt,2,1 bath,1,1,599,2,1125,364,25,98,10,10,10,9,t,0.92
30400017,222904638,27/10/2018,within an hour,1,f,,4,"['email', 'phone']",t,f,19.36784,-99.29866,Private room in guest suite,Private room,2,1 shared bath,1,1,320,2,1125,180,6,93,10,10,9,10,f,0.22
30401237,85226254,22/07/2016,,,f,Roma Norte,1,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id']",t,t,19.42102,-99.17434,Private room in apartment,Private room,2,1 shared bath,1,1,1300,3,15,0,1,60,6,10,10,10,f,0.04
30401478,56376555,27/01/2016,within a few hours,1,t,Roma Sur,1,"['email', 'phone', 'facebook']",t,f,19.40094,-99.16886,Entire apartment,Entire home/apt,4,1 bath,1,2,680,1,20,340,31,99,10,10,10,10,f,1.07
30402355,228284974,29/11/2018,,,f,Letrán Valle,1,"['email', 'phone', 'reviews']",t,f,19.37499,-99.15514,Private room in guest suite,Private room,1,1 shared bath,1,1,207,1,60,303,30,95,10,10,10,10,f,1.03
30402581,207658931,06/08/2018,within an hour,1,f,Tabacalera,13,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.34044,-99.19106,Private room in apartment,Private room,1,1 shared bath,1,1,309,3,1125,302,12,100,10,10,10,10,t,0.43
30403119,28628593,02/03/2015,within an hour,1,f,Hipódromo,13,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.40961,-99.1691,Private room in apartment,Private room,2,1 shared bath,1,1,240,1,1125,118,65,94,9,10,9,10,t,2.29
30403510,28628593,02/03/2015,within an hour,1,f,Hipódromo,13,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.40741,-99.16802,Private room in apartment,Private room,2,1.5 shared baths,1,1,290,1,1125,117,34,91,9,10,9,10,t,1.18
30405048,26085193,14/01/2015,within a few hours,0.75,f,,2,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,f,19.44186,-99.19931,Entire condominium,Entire home/apt,3,1 bath,1,1,663,3,1125,1,7,97,10,10,10,10,f,0.25
30415279,28628593,02/03/2015,within an hour,1,f,Hipódromo,13,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.40796,-99.16912,Private room in apartment,Private room,2,1 shared bath,1,1,240,1,1125,117,38,93,9,9,9,10,t,1.32
30415722,28628593,02/03/2015,within an hour,1,f,Hipódromo,13,"['email', 'phone', 'google', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.40781,-99.16771,Private room in apartment,Private room,2,1 shared bath,1,1,243,1,1125,117,54,94,9,9,9,10,t,1.86
30424990,43542050,06/09/2015,within an hour,1,f,Colonia Cuauhtémoc,2,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,19.42847,-99.1703,Entire loft,Entire home/apt,2,1 bath,1,1,754,5,60,105,31,95,10,10,10,10,t,1.1
30425532,181969388,02/04/2018,,,f,,1,"['email', 'phone', 'offline_government_id', 'government_id', 'work_email']",t,t,19.39517,-99.15765,Entire loft,Entire home/apt,4,1 bath,1,3,1500,1,15,364,0,,,,,,t,
30425577,3442596,01/09/2012,,,f,,1,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.279,-99.1803,Private room in house,Private room,1,1.5 shared baths,1,1,350,3,1125,179,0,,,,,,f,
30426124,128993582,05/05/2017,within an hour,1,f,,4,"['email', 'phone', 'facebook', 'offline_government_id', 'government_id']",t,t,19.21614,-99.2259,Private room in cabin,Private room,2,1 private bath,1,1,1550,1,1125,364,15,97,10,9,10,9,t,0.55
30427777,154230693,11/10/2017,within a day,0.67,f,Hipódromo,6,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.4087,-99.17401,Private room in guest suite,Private room,1,1 shared bath,,1,579,1,1125,365,6,93,10,10,10,10,f,0.22
30437375,7307520,05/07/2013,within an hour,1,t,,10,"['email', 'phone', 'manual_online', 'google', 'reviews', 'manual_offline']",t,f,19.48551,-99.12899,Private room in house,Private room,2,1.5 baths,1,2,250,1,1125,365,28,94,10,10,10,10,t,0.96
30437834,24427187,03/12/2014,,,f,Nonoalco,1,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.37903,-99.18818,Entire apartment,Entire home/apt,4,2 baths,2,3,1200,4,1125,178,6,93,10,10,10,9,t,0.21
30446277,24987891,19/12/2014,within an hour,1,t,Hipódromo,2,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,19.40407,-99.1706,Entire apartment,Entire home/apt,4,1 bath,1,1,799,2,1125,180,7,89,10,10,10,10,t,0.25
30447261,228557201,01/12/2018,,,f,,4,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.41659,-99.06317,Shared room in apartment,Shared room,2,1 shared bath,1,1,246,1,7,71,1,100,10,10,10,10,f,0.03
30448563,24987891,19/12/2014,within an hour,1,t,Hipódromo,2,"['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,19.40386,-99.17254,Entire apartment,Entire home/apt,4,1 bath,1,1,799,2,1125,150,24,98,10,10,10,10,t,0.88
30450869,144205907,04/08/2017,within a day,0.5,f,,1,"['phone', 'reviews']",t,f,19.40737,-99.16445,Private room in apartment,Private room,1,1 shared bath,1,0,350,5,40,90,7,84,8,8,8,8,f,0.25
30451905,213600139,04/09/2018,within an hour,1,t,,2,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.43314,-99.08927,Entire apartment,Entire home/apt,9,2 baths,3,6,1000,1,30,358,131,96,10,10,10,10,t,4.95
30452635,213600139,04/09/2018,within an hour,1,t,,2,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.43384,-99.09019,Entire apartment,Entire home/apt,8,2 baths,3,5,870,1,30,358,83,98,10,10,10,10,t,2.83
30466630,161883838,08/12/2017,,,t,,3,"['email', 'phone']",t,f,19.46714,-99.11685,Private room in condominium,Private room,2,1 shared bath,1,1,270,1,1125,105,11,95,10,10,10,10,t,0.39
30470452,12581631,25/02/2014,within a few hours,1,t,Nápoles,7,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,19.39556,-99.17805,Private room in house,Private room,2,3.5 shared baths,1,1,300,15,800,120,1,,,,,,t,0.06
30477255,228781372,02/12/2018,,,t,,1,"['email', 'phone']",t,f,19.35655,-99.12829,Private room in house,Private room,4,1 private bath,1,2,370,1,7,84,50,99,10,10,10,10,t,1.73
30478274,202150877,13/07/2018,within an hour,1,f,,0,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.35328,-99.01854,Shared room in apartment,Shared room,2,1.5 shared baths,1,1,350,1,30,38,0,,,,,,t,
30479041,206104309,30/07/2018,,,f,,2,"['email', 'phone']",t,f,19.42054,-99.10506,Private room in house,Private room,2,1 private bath,,1,450,2,1125,365,18,98,10,10,10,10,t,0.68
30487648,55691734,22/01/2016,within an hour,1,f,Roma Norte,1,"['email', 'phone', 'google', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,19.42173,-99.15754,Entire apartment,Entire home/apt,3,1 bath,1,1,550,1,28,175,61,97,10,10,10,10,f,2.1
30496078,9988682,13/11/2013,within an hour,1,f,Polanco,24,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.4329,-99.21439,Entire apartment,Entire home/apt,5,2.5 baths,3,3,2469,2,31,74,71,96,9,10,9,9,f,2.47
30502604,165528303,03/01/2018,within an hour,1,f,Roma Norte,25,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.4193,-99.15541,Entire apartment,Entire home/apt,5,1 bath,2,5,851,1,1125,361,162,89,9,9,9,10,t,5.57
30502975,228780968,02/12/2018,within an hour,1,f,,1,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,19.35597,-99.27357,Entire apartment,Entire home/apt,2,1.5 baths,1,1,799,2,60,1,25,97,9,10,10,10,t,0.87
30507882,223240370,29/10/2018,within a few hours,0.83,t,Condesa,1,"['phone', 'google', 'jumio', 'offline_government_id', 'government_id']",t,t,19.41814,-99.17609,Entire guest suite,Entire home/apt,2,1 bath,1,2,809,3,90,359,34,98,10,10,10,10,t,1.22
30509401,72969330,20/05/2016,within an hour,1,t,Roma Norte,23,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,19.42115,-99.16117,Entire apartment,Entire home/apt,4,1 bath,2,2,2196,1,364,283,39,95,10,10,10,10,f,1.37
30510896,48806455,11/11/2015,within an hour,0.9,f,Tlacoquemecatl,1,"['email', 'phone']",t,f,19.37788,-99.17264,Entire apartment,Entire home/apt,6,2 baths,2,2,850,1,30,365,41,93,9,10,10,10,t,1.41
30510937,100919179,23/10/2016,within a few hours,1,t,,1,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id']",t,t,19.29561,-99.13387,Entire apartment,Entire home/apt,6,3 baths,3,5,1150,2,1125,58,39,99,10,10,10,10,f,1.39
30511182,227834887,27/11/2018,,,f,,1,"['email', 'phone']",t,f,19.44787,-99.17339,Private room in condominium,Private room,2,1 private bath,1,1,756,2,30,180,0,,,,,,t,
30512284,122540800,25/03/2017,,,f,,0,"['email', 'phone', 'reviews']",t,f,19.39029,-99.15698,Shared room in dorm,Shared room,2,1 shared bath,1,1,698,1,1125,364,1,,,,,,t,0.04
30513026,130639325,16/05/2017,within a day,1,f,Hipódromo,3,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.41512,-99.17014,Entire apartment,Entire home/apt,4,2 baths,2,2,1686,2,30,171,47,98,10,10,10,10,t,1.83
30523690,2281290,03/05/2012,within an hour,0.98,f,Juárez,49,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.40375,-99.15766,Entire loft,Entire home/apt,2,1 bath,,1,434,2,1125,364,42,85,10,9,9,9,f,1.45
30526961,229069665,04/12/2018,within a day,1,f,,2,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,f,19.37135,-99.26501,Entire apartment,Entire home/apt,2,1.5 baths,1,1,720,2,1125,315,19,89,10,10,9,10,f,0.66
30529209,185238567,19/04/2018,within an hour,0.94,f,Colonia Cuauhtémoc,9,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.42984,-99.16888,Entire loft,Entire home/apt,2,1 bath,1,1,564,2,1125,361,125,90,9,10,9,10,t,4.31
30531511,229100085,04/12/2018,,,t,Escandón,7,"['email', 'phone', 'google']",t,f,19.40191,-99.17972,Entire apartment,Entire home/apt,8,2 baths,3,5,800,2,1125,205,34,96,10,10,10,10,f,1.18
30535165,228397232,30/11/2018,within an hour,1,f,Polanco,1,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.43118,-99.20169,Entire apartment,Entire home/apt,4,1 bath,2,2,943,3,1125,66,75,95,9,10,10,10,f,2.66
30537467,158075718,09/11/2017,within an hour,1,f,Del Valle,10,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.44417,-99.20618,Entire condominium,Entire home/apt,4,1 bath,2,2,750,1,1125,87,45,96,10,10,10,10,t,1.55
30541361,105748894,30/11/2016,within an hour,1,t,Colonia Cuauhtémoc,2,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.42841,-99.16782,Entire apartment,Entire home/apt,4,1 bath,2,2,1299,2,1125,303,52,98,10,10,10,10,f,1.8
30542402,229171847,05/12/2018,within an hour,0.75,f,San Diego Churubusco/Country Club,1,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,19.35078,-99.14868,Private room in house,Private room,4,1.5 shared baths,1,1,320,1,1125,365,15,92,9,10,10,10,t,0.52
30546491,1739774,12/02/2012,within an hour,1,f,,7,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.42527,-99.22411,Private room in house,Private room,2,3 baths,3,3,1000,1,1125,365,0,,,,,,t,
30556427,65971696,05/04/2016,,,f,,2,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,19.4428,-99.18012,Private room in apartment,Private room,2,1 shared bath,1,1,450,2,1125,40,8,98,10,10,10,10,t,0.3
30556771,72969330,20/05/2016,within an hour,1,t,Roma Norte,23,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,19.42112,-99.15972,Entire apartment,Entire home/apt,2,1 bath,1,1,1983,1,364,221,43,98,10,10,10,10,f,1.52
30557079,123524644,30/03/2017,within an hour,1,t,,3,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.33088,-99.15352,Private room in condominium,Private room,2,1 shared bath,1,1,249,30,180,178,2,100,10,10,10,10,t,0.08
30563492,23536169,09/11/2014,within an hour,1,t,San Rafael,2,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'kba', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,19.44005,-99.16349,Entire condominium,Entire home/apt,4,1 bath,2,2,907,2,30,55,107,99,10,10,10,10,t,3.71
30565012,229305745,05/12/2018,,,t,,1,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,19.34944,-99.13224,Entire guest suite,Entire home/apt,2,1 bath,1,1,489,2,1125,84,31,99,10,10,10,10,f,1.08
30569816,57820861,07/02/2016,,,f,Nápoles,2,"['email', 'phone', 'facebook']",t,f,19.39039,-99.18151,Private room in apartment,Private room,2,1 private bath,,2,649,2,1125,0,0,,,,,,f,
30570285,20229575,18/08/2014,within an hour,0.93,t,Guerrero,4,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.42586,-99.16169,Entire apartment,Entire home/apt,4,1 bath,1,1,677,1,1125,116,37,94,9,10,10,10,f,1.3
30570600,172929621,11/02/2018,,,f,,1,"['email', 'phone']",t,f,19.42534,-99.10615,Private room in apartment,Private room,2,1 shared bath,1,1,379,3,12,0,1,100,10,10,10,10,f,0.04
30583594,19234273,31/07/2014,a few days or more,0.39,f,Roma Norte,10,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,19.41913,-99.16403,Entire apartment,Entire home/apt,6,3 baths,2,2,3200,2,31,84,6,100,10,10,10,10,f,0.21
30585163,73784206,24/05/2016,within an hour,1,f,,3,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,19.40213,-99.15159,Private room in apartment,Private room,1,1 private bath,1,1,286,2,190,270,1,100,10,10,10,10,f,0.04
30586209,229434849,06/12/2018,within an hour,0.86,f,Anzures,2,"['email', 'phone']",t,f,19.43388,-99.18014,Entire guest suite,Entire home/apt,2,1 bath,1,1,598,1,1125,361,5,100,9,10,10,10,t,0.18
30586841,48717020,10/11/2015,within a day,1,t,Coapa,7,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id']",t,t,19.30105,-99.13538,Private room in house,Private room,1,1 private bath,1,1,500,3,1125,0,3,93,9,10,10,10,f,0.1
30589024,215568215,15/09/2018,within an hour,1,f,Roma Norte,2,"['email', 'phone', 'offline_government_id']",t,t,19.41556,-99.15442,Entire apartment,Entire home/apt,4,2 baths,2,2,1013,3,1125,335,13,97,10,10,10,10,f,0.46
30589152,36166922,18/06/2015,within an hour,0.99,f,Hipódromo,16,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.40995,-99.16945,Entire apartment,Entire home/apt,2,1 bath,1,1,1721,2,1125,330,61,95,10,9,9,10,f,2.19
30589685,229458612,06/12/2018,within an hour,1,t,Juárez,4,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.42269,-99.16988,Entire apartment,Entire home/apt,2,1 bath,1,1,1150,2,16,59,30,97,10,10,10,10,f,1.18
30589935,132880186,31/05/2017,within an hour,1,t,,2,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id']",t,t,19.45661,-99.21033,Private room in apartment,Private room,2,1 shared bath,1,1,330,1,1125,179,62,98,9,10,10,10,t,2.32
30590730,147970045,27/08/2017,,,f,,2,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id']",t,t,19.35108,-99.1444,Private room in house,Private room,2,1 private bath,1,1,590,1,1125,363,0,,,,,,t,
30593315,160900733,01/12/2017,within an hour,1,t,Roma Sur,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.40537,-99.16108,Entire apartment,Entire home/apt,4,2 baths,2,2,850,2,1125,2,96,99,10,10,10,10,t,3.31
30594389,168932142,20/01/2018,within an hour,1,f,,9,"['email', 'phone']",t,f,19.26872,-99.18196,Private room in house,Private room,4,1 shared bath,1,2,900,2,1125,0,0,,,,,,t,
30675019,145872802,13/08/2017,within a few hours,1,t,Condesa,1,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,19.41039,-99.17544,Entire apartment,Entire home/apt,5,2 baths,2,3,1490,3,1125,304,37,99,10,10,10,10,t,1.3
30676700,229620854,07/12/2018,within an hour,1,f,,1,"['email', 'phone']",t,f,19.43725,-99.18798,Entire apartment,Entire home/apt,3,1.5 baths,1,5,1023,2,365,96,29,99,10,10,10,10,t,1.03
30676951,7307520,05/07/2013,within an hour,1,t,,10,"['email', 'phone', 'manual_online', 'google', 'reviews', 'manual_offline']",t,f,19.48544,-99.12753,Private room in house,Private room,2,1.5 baths,1,2,250,1,1125,364,38,95,10,10,10,10,t,1.34
30678736,186934397,29/04/2018,within an hour,1,t,,4,"['phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.27724,-99.20207,Entire apartment,Entire home/apt,2,1 bath,1,1,412,1,1125,211,125,98,9,10,10,9,t,4.39
30680756,36733637,25/06/2015,within an hour,1,t,,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.42148,-99.16579,Entire apartment,Entire home/apt,2,1 bath,1,1,1145,3,1125,62,90,100,10,10,10,10,f,3.17
30686733,229305554,05/12/2018,,,f,,1,"['phone', 'work_email']",t,f,19.40521,-99.0588,Entire apartment,Entire home/apt,5,1 bath,2,3,1000,5,1125,90,0,,,,,,t,
30687792,158988002,16/11/2017,within an hour,1,t,Buenavista,3,"['email', 'phone', 'reviews', 'offline_government_id', 'selfie', 'government_id']",t,t,19.43815,-99.15337,Entire loft,Entire home/apt,4,1 bath,1,2,480,2,30,124,99,98,10,10,10,9,t,3.46
30689393,149881670,09/09/2017,within an hour,1,t,,1,"['email', 'phone', 'google', 'reviews', 'offline_government_id', 'selfie', 'government_id']",t,t,19.50637,-99.13377,Private room in apartment,Private room,2,1 private bath,1,1,419,1,1125,177,41,99,10,10,10,10,t,1.43
30690249,36166922,18/06/2015,within an hour,0.99,f,Hipódromo,16,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.41047,-99.16776,Entire serviced apartment,Entire home/apt,2,1 bath,1,1,1719,2,1125,352,40,98,10,10,10,10,f,1.44
30690532,63677292,20/03/2016,within an hour,1,f,Roma Sur,11,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.40689,-99.16144,Private room in house,Private room,2,1.5 baths,1,0,600,1,1125,351,2,100,9,10,10,10,t,0.08
30693536,181652382,31/03/2018,within an hour,1,t,,9,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.2672,-99.17629,Entire apartment,Entire home/apt,5,1 bath,2,4,543,3,1125,83,19,97,10,10,10,9,t,0.67
30693922,43008375,31/08/2015,within an hour,1,t,Anzures,2,"['email', 'phone', 'facebook', 'reviews', 'offline_government_id', 'government_id']",t,t,19.43256,-99.18042,Entire apartment,Entire home/apt,2,1 bath,1,2,950,6,1125,311,7,97,10,10,10,10,f,0.25
30694058,171894446,05/02/2018,within an hour,1,f,Alamos,18,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.41091,-99.18733,Entire house,Entire home/apt,2,1 bath,1,1,454,2,1125,327,23,94,10,10,10,10,t,0.81
30694560,171894446,05/02/2018,within an hour,1,f,Alamos,18,"['email', 'phone', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.41192,-99.18815,Entire house,Entire home/apt,1,1 bath,1,1,400,2,1125,365,18,97,10,10,10,10,t,0.65
30694791,229460199,06/12/2018,,,f,Narvarte,1,"['email', 'phone', 'jumio', 'offline_government_id', 'government_id']",t,t,19.39776,-99.14861,Private room in apartment,Private room,1,1 shared bath,1,1,225,1,1125,60,31,90,9,9,9,10,t,1.1
30697115,124321147,04/04/2017,a few days or more,0.25,f,,4,"['email', 'phone', 'facebook', 'jumio', 'offline_government_id', 'government_id', 'work_email']",t,t,19.33251,-99.19636,Private room in dorm,Private room,4,3 shared baths,4,3,800,2,2,365,1,40,6,6,6,8,f,0.04
30704002,127345689,24/04/2017,,,f,Letrán Valle,2,"['email', 'phone']",t,f,19.37493,-99.15964,Shared room in apartment,Shared room,1,1 shared bath,1,1,297,1,5,0,1,,,,,,f,0.03
30704885,127345689,24/04/2017,,,f,Letrán Valle,2,"['email', 'phone']",t,f,19.37497,-99.15953,Shared room in apartment,Shared room,1,1 shared bath,1,1,350,1,1125,0,0,,,,,,f,
30707845,11524397,21/01/2014,within a day,1,t,Roma Norte,3,"['email', 'phone', 'reviews', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,19.41354,-99.1634,Private room in apartment,Private room,2,1 shared bath,1,1,675,3,30,158,29,99,10,10,10,10,t,1.03
30716359,229920972,09/12/2018,within a day,0.5,f,,0,['phone'],t,f,19.44616,-99.19597,Private room in apartment,Private room,1,1.5 shared baths,1,1,223,1,1125,0,3,60,9,10,6,10,t,0.11
30716450,52449189,27/12/2015,within an hour,1,f,,8,"['email', 'phone', 'jumio', 'selfie', 'government_id', 'identity_manual']",t,t,19.34342,-99.24221,Private room in house,Private room,2,1 private bath,1,1,999,2,30,365,0,,,,,,t,
30716816,68151741,20/04/2016,within an hour,1,f,Zona Rosa,2,"['email', 'phone', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,19.42602,-99.16573,Entire loft,Entire home/apt,4,1 bath,1,3,701,2,60,171,72,92,9,10,10,10,t,2.53
30718216,97646363,02/10/2016,within an hour,1,t,,1,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,19.41162,-99.06992,Entire apartment,Entire home/apt,4,1 bath,2,3,630,1,1125,180,34,96,10,10,10,9,f,1.21
30720271,15424751,12/05/2014,within an hour,1,f,,2,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'jumio', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,19.31768,-99.29565,Entire house,Entire home/apt,12,5 baths,4,6,5131,1,30,177,23,89,9,9,9,9,t,0.81
30728901,128993582,05/05/2017,within an hour,1,f,,4,"['email', 'phone', 'facebook', 'offline_government_id', 'government_id']",t,t,19.21518,-99.23,Private room in cabin,Private room,6,1 private bath,3,4,3600,1,1125,364,0,,,,,,t,
30733469,230027501,10/12/2018,,,f,,1,"['email', 'phone']",t,f,19.3832,-99.053,Entire house,Entire home/apt,1,2 baths,1,1,250,5,7,90,0,,,,,,t,
30734316,212556153,30/08/2018,,,t,Juárez,1,"['email', 'phone']",t,f,19.42456,-99.17079,Private room in apartment,Private room,2,1.5 shared baths,1,1,500,3,1125,365,24,99,10,10,10,10,t,0.9
30734894,230034141,10/12/2018,within a day,1,f,Polanco,1,"['email', 'phone']",t,f,19.43147,-99.19042,Entire apartment,Entire home/apt,2,1 bath,1,1,1000,2,1125,89,2,100,9,10,10,10,f,0.07
30735483,21085687,08/09/2014,,,f,Santa María La Ribera,2,"['email', 'phone', 'offline_government_id', 'government_id']",t,t,19.42724,-99.17189,Entire apartment,Entire home/apt,2,1 bath,1,1,800,2,1125,0,0,,,,,,f,
30744525,48259354,05/11/2015,within an hour,1,t,Hipódromo,29,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual']",t,t,19.40925,-99.17088,Entire apartment,Entire home/apt,2,1 bath,1,1,1500,1,1125,365,26,95,10,10,10,10,t,0.94
